version,elapsed_time,maze_size,n_particles,generation_seed,solution_seed,maze_image_path
sequential,42304.6,51,1000000,669985054,1793196480,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T00:01:52_1793196480.txt"
parallel,5147.28,51,1000000,669985054,1793196480,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T00:01:58_1793196480.txt"
sequential,26570.2,51,1000000,2647759378,3035904367,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T00:02:24_3035904367.txt"
parallel,4794.57,51,1000000,2647759378,3035904367,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T00:02:29_3035904367.txt"
sequential,1.51988e+06,51,1000000,3963570676,2175079830,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T00:27:49_2175079830.txt"
parallel,217438,51,1000000,3963570676,2175079830,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T00:31:26_2175079830.txt"
sequential,192829,51,1000000,2170143744,1567305636,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T00:34:39_1567305636.txt"
parallel,21763.1,51,1000000,2170143744,1567305636,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T00:35:01_1567305636.txt"
sequential,2.61278e+06,51,1000000,2285316093,2523118096,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T01:18:34_2523118096.txt"
parallel,266798,51,1000000,2285316093,2523118096,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T01:23:00_2523118096.txt"
sequential,323709,51,1000000,4158022843,206373933,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T01:28:24_206373933.txt"
parallel,34995,51,1000000,4158022843,206373933,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T01:28:59_206373933.txt"
sequential,1.75184e+06,51,1000000,1849438161,738073504,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T01:58:11_738073504.txt"
parallel,220044,51,1000000,1849438161,738073504,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T02:01:51_738073504.txt"
sequential,866163,51,1000000,2998716236,1086099712,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T02:16:17_1086099712.txt"
parallel,142143,51,1000000,2998716236,1086099712,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T02:18:39_1086099712.txt"
sequential,2.79354e+06,51,1000000,3662243171,589582328,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T03:05:13_589582328.txt"
parallel,277714,51,1000000,3662243171,589582328,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T03:09:51_589582328.txt"
sequential,2.07518e+06,51,1000000,470202462,2168792137,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T03:44:26_2168792137.txt"
parallel,292727,51,1000000,470202462,2168792137,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T03:49:19_2168792137.txt"
sequential,1.50407e+06,51,1000000,2751165932,3731370724,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T04:14:23_3731370724.txt"
parallel,168125,51,1000000,2751165932,3731370724,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T04:17:11_3731370724.txt"
sequential,338984,51,1000000,3727765188,929401619,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T04:22:50_929401619.txt"
parallel,36951.5,51,1000000,3727765188,929401619,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T04:23:27_929401619.txt"
sequential,149786,51,1000000,730260465,1480111949,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T04:25:56_1480111949.txt"
parallel,27919.8,51,1000000,730260465,1480111949,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T04:26:24_1480111949.txt"
sequential,1.81175e+06,51,1000000,3041312564,3776551416,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T04:56:36_3776551416.txt"
parallel,209825,51,1000000,3041312564,3776551416,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T05:00:06_3776551416.txt"
sequential,626682,51,1000000,1632038509,4232941429,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T05:10:33_4232941429.txt"
parallel,62868.6,51,1000000,1632038509,4232941429,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T05:11:35_4232941429.txt"
sequential,1.65372e+06,51,1000000,3438500560,3523890654,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T05:39:09_3523890654.txt"
parallel,201837,51,1000000,3438500560,3523890654,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T05:42:31_3523890654.txt"
sequential,1.69008e+06,51,1000000,2740701580,2281850438,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T06:10:41_2281850438.txt"
parallel,177709,51,1000000,2740701580,2281850438,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T06:13:39_2281850438.txt"
sequential,938127,51,1000000,2490362193,4080763400,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T06:29:17_4080763400.txt"
parallel,82535.6,51,1000000,2490362193,4080763400,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T06:30:39_4080763400.txt"
sequential,1.47435e+06,51,1000000,1544091076,3456463899,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T06:55:14_3456463899.txt"
parallel,212535,51,1000000,1544091076,3456463899,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T06:58:46_3456463899.txt"
sequential,642044,51,1000000,3348623111,1633399972,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T07:09:28_1633399972.txt"
parallel,80588.5,51,1000000,3348623111,1633399972,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T07:10:49_1633399972.txt"
sequential,322536,51,1000000,1199858289,187513087,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T07:16:12_187513087.txt"
parallel,41005.5,51,1000000,1199858289,187513087,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T07:16:53_187513087.txt"
sequential,2.35542e+06,51,1000000,106299600,167553548,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T07:56:08_167553548.txt"
parallel,376033,51,1000000,106299600,167553548,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T08:02:24_167553548.txt"
sequential,345930,51,1000000,3714812930,2846392939,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T13:56:01_2846392939.txt"
parallel,33821.4,51,1000000,3714812930,2846392939,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T13:56:35_2846392939.txt"
sequential,119835,51,1000000,3986379076,892945284,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T13:58:35_892945284.txt"
parallel,15275.8,51,1000000,3986379076,892945284,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T13:58:50_892945284.txt"
sequential,2.53566e+06,51,1000000,2907733662,3214821270,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T14:41:06_3214821270.txt"
parallel,355110,51,1000000,2907733662,3214821270,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T14:47:01_3214821270.txt"
sequential,696981,51,1000000,531559369,2103898695,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T14:58:38_2103898695.txt"
parallel,73483.5,51,1000000,531559369,2103898695,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T14:59:51_2103898695.txt"
sequential,452234,51,1000000,4070725484,121801152,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:07:24_121801152.txt"
parallel,46461.6,51,1000000,4070725484,121801152,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:08:10_121801152.txt"
sequential,700713,51,1000000,222531739,4084614975,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:19:51_4084614975.txt"
parallel,89734.8,51,1000000,222531739,4084614975,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:21:21_4084614975.txt"
sequential,951848,51,1000000,1674475476,3323388072,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:37:12_3323388072.txt"
parallel,89642.7,51,1000000,1674475476,3323388072,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:38:42_3323388072.txt"
sequential,26975.1,51,1000000,3546857611,2528646884,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:39:09_2528646884.txt"
parallel,5167.04,51,1000000,3546857611,2528646884,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:39:14_2528646884.txt"
sequential,12900.8,51,1000000,3655564261,3450484444,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:39:27_3450484444.txt"
parallel,2794.87,51,1000000,3655564261,3450484444,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:39:30_3450484444.txt"
sequential,26969.5,51,1000000,521696404,1721839269,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T15:39:57_1721839269.txt"
parallel,4211.54,51,1000000,521696404,1721839269,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T15:40:01_1721839269.txt"
sequential,1.33063e+06,51,1000000,2100073461,1235667351,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:02:12_1235667351.txt"
parallel,194804,51,1000000,2100073461,1235667351,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:05:26_1235667351.txt"
sequential,1.1022e+06,51,1000000,2112435775,326562778,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:23:49_326562778.txt"
parallel,94597.3,51,1000000,2112435775,326562778,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:25:23_326562778.txt"
sequential,29830,51,1000000,2112192322,3067601617,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:25:53_3067601617.txt"
parallel,6894.35,51,1000000,2112192322,3067601617,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:26:00_3067601617.txt"
sequential,559965,51,1000000,118703018,727466153,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:35:20_727466153.txt"
parallel,62333.1,51,1000000,118703018,727466153,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:36:22_727466153.txt"
sequential,178708,51,1000000,2343987330,3045784274,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:39:21_3045784274.txt"
parallel,21928.5,51,1000000,2343987330,3045784274,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:39:43_3045784274.txt"
sequential,139183,51,1000000,3915840604,1416428908,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T16:42:02_1416428908.txt"
parallel,23128.5,51,1000000,3915840604,1416428908,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T16:42:25_1416428908.txt"
sequential,1.76169e+06,51,1000000,1168872328,1027874812,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T17:11:47_1027874812.txt"
parallel,178187,51,1000000,1168872328,1027874812,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T17:14:45_1027874812.txt"
sequential,755311,51,1000000,3766554806,1887788867,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T17:27:20_1887788867.txt"
parallel,103630,51,1000000,3766554806,1887788867,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T17:29:04_1887788867.txt"
sequential,1.29102e+06,51,1000000,2125584124,370221888,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T17:50:35_370221888.txt"
parallel,168005,51,1000000,2125584124,370221888,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T17:53:23_370221888.txt"
sequential,13064.4,51,1000000,941610436,3148061635,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T17:53:36_3148061635.txt"
parallel,2760.45,51,1000000,941610436,3148061635,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T17:53:39_3148061635.txt"
sequential,827628,51,1000000,3515669048,3214149727,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T18:07:27_3214149727.txt"
parallel,68772.4,51,1000000,3515669048,3214149727,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T18:08:35_3214149727.txt"
sequential,792760,51,1000000,3994629530,1526333786,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T18:21:48_1526333786.txt"
parallel,102016,51,1000000,3994629530,1526333786,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T18:23:30_1526333786.txt"
sequential,536110,51,1000000,1376012919,1553083010,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T18:32:26_1553083010.txt"
parallel,89836.4,51,1000000,1376012919,1553083010,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T18:33:56_1553083010.txt"
sequential,288430,51,1000000,2724409966,2611169211,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T18:38:44_2611169211.txt"
parallel,37774,51,1000000,2724409966,2611169211,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T18:39:22_2611169211.txt"
sequential,2.18496e+06,51,1000000,3014344326,1734962871,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-20T19:15:47_1734962871.txt"
parallel,260995,51,1000000,3014344326,1734962871,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-20T19:20:08_1734962871.txt"
